	reviewName	customerReview	hotelReply	customerOverScore	customerDetailScore	customerReviewDetail	hotelName	hotelDesc	hotelFeatures	hotelStart	hotelAddress	usersRating	scoreScaleUserRating
55433	Trần Phan Bảo Ngọc	10 điểm sạch đẹp, gần trung tâm, điểm chụp ảnh xinh. Buffet ăn khá ổn, nhân viên hỗ trợ bọn mình tận tâm lắm ạ. Phòng mình có thành viên bị ốm, các bạn nhân viên chủ động hỗ trợ đi mua thuốc giùm (vì tủ thuốc khách sạn không còn nữa).	"Xin chào tr_nphanb_0n,
Cảm ơn Quý khách đã dành thời gian để chia sẻ những trải nghiệm tuyệt vời của mình tại khách sạn Anatole. Chúng tôi rất vui khi thấy Quý khách hài lòng về chất lượng dịch vụ, đặc biệt là nhân viên của khách sạn đã thể hiện sự chu đáo, tận tâm với khách hàng. Bài đánh giá của Quý khách là động lực to lớn dành cho chúng tôi để duy trì phát triển dịch vụ trong tương lai.
Một lần nữa, xin chân thành cảm ơn Quý khách, hẹn gặp lại Quý khách trong tương lai gần.
Nguyen Cao Minh (Mr.)
Guest Relation Manager
Anatole Hotel Hanoi"	5	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Giá trị'}, {'rating': 5, 'ratingLabel': 'Địa điểm'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': ''}	"{'reviewTitle': 'ANATOLE HÀ NỘI', 'hotelName': 'Anatole Hotel', 'originalLanguage': 'vi', 'translationType': None, 'tripInfo': ""{'stayDate': '2023-06-30', 'tripType': 'FAMILY'}"", 'mgmtResponse': ""{'id': 913620149, 'translationType': None, 'publishedDate': '2023-08-29', 'language': 'vi', 'text': 'Xin chào tr_nphanb_0n,\\nCảm ơn Quý khách đã dành thời gian để chia sẻ những trải nghiệm tuyệt vời của mình tại khách sạn Anatole. Chúng tôi rất vui khi thấy Quý khách hài lòng về chất lượng dịch vụ, đặc biệt là nhân viên của khách sạn đã thể hiện sự chu đáo, tận tâm với khách hàng. Bài đánh giá của Quý khách là động lực to lớn dành cho chúng tôi để duy trì phát triển dịch vụ trong tương lai.\\nMột lần nữa, xin chân thành cảm ơn Quý khách, hẹn gặp lại Quý khách trong tương lai gần.\\nNguyen Cao Minh (Mr.)\\nGuest Relation Manager\\nAnatole Hotel Hanoi', 'username': 'Hanoi Anatole Hotel', 'connectionToSubject': 'Dịch vụ khách hàng / Lễ tân'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Anatole Hotel	Khách sạn	Wifi miễn phí|Bao gồm bữa sáng|Nhà hàng|Bao gồm bữa sáng		26-28-30 Nha Chung Str., Hà Nội 100000 Việt Nam	5	5
21287	D Q	"Chúng tôi đã có một 4 đêm thú vị ở đây. Địa điểm này là hoàn hảo cho nhu cầu của chúng tôi - yên tĩnh và yên tĩnh (như nó đã từng ở TP.HCM bận rộn).
Nó đánh dấu tất cả các hộp của chúng tôi: kinh doanh gia đình, nhân viên rất thân thiện và hữu ích, vị trí an toàn (luôn luôn có một nhân viên / người trợ giúp trong tay cả ngày lẫn đêm), thức ăn tuyệt vời có sẵn, đồ uống luôn luôn có sẵn (cà phê, trà và nước trái cây tất cả miễn phí), và chỉ là một tòa nhà đẹp.
Đó là một chuyến đi taxi ngắn (lên đến 20 phút tùy thuộc vào điều kiện giao thông) vào thành phố, đó là tiền phạt của chúng tôi (nhân viên luôn có sẵn để đặt một chiếc taxi thay cho bạn). Nếu bạn mong muốn đi bộ ra khỏi khách sạn vào khu tây ba lô và khu du lịch đầy, thì bạn sẽ bị nhầm lẫn. Đây là một khu vực địa phương rất xác thực."		5	{'additionalRatings': [{'rating': 4, 'ratingLabel': 'Phòng'}, {'rating': 3, 'ratingLabel': 'Địa điểm'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': 2}	"{'reviewTitle': 'Khách sạn tuyệt vời để ở', 'hotelName': 'Khách sạn Ma Maison Boutique', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2018-03-31', 'tripType': 'COUPLES'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 2, 'repostCount': 0, 'tripCount': 0}""}"	Khách sạn Ma Maison Boutique	Khách sạn	Wifi miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		656/52 Cach Mang Thang Tam Street Ward 11, District 3, Thành phố Hồ Chí Minh 0084 Việt Nam	4.5	5
51346	Liz H	Chúng tôi đã được nâng cấp lên một biệt thự với hồ bơi riêng. Đó là một trong những căn phòng đẹp nhất tôi từng ở. Toàn bộ khách sạn rất đẹp. Các nhân viên đã rất thân thiện và có sức chứa. Họ đã giúp chúng tôi sắp xếp một tour du lịch Huế tuyệt vời. Chúng tôi sử dụng phòng tập thể dục nhỏ nhưng đầy đủ chức năng và giống như hồ bơi, trong một khung cảnh dễ thương. Chúng tôi chỉ ở đó hai đêm nên không có cơ hội tận dụng dịch vụ massage miễn phí được cung cấp nhưng ước gì chúng tôi có thể có.	"Dear valued guest,

We wish you knew how much we like when we read your compliment for our service and thank you very much for such a beautiful compliment. Through out your compliment We know how beautiful our resort is and we will try our best to maintain the lanscape as well as our resort's standards.

We are always encouraging to receive positive feedback from our guest as this will certainly motivate us all to keep up the good job.

We looking forward to welcoming you back soon.

Best Regards,"	5	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Phòng'}, {'rating': 4, 'ratingLabel': 'Địa điểm'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': 2}	"{'reviewTitle': 'khu nghỉ mát đẹp và yên bình', 'hotelName': 'Làng Du Lịch Sinh Thái Về Nguồn', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2020-02-29', 'tripType': 'NONE'}"", 'mgmtResponse': '{\'id\': 748963742, \'translationType\': None, \'publishedDate\': \'2020-03-03\', \'language\': \'en\', \'text\': ""Dear valued guest,\\n\\nWe wish you knew how much we like when we read your compliment for our service and thank you very much for such a beautiful compliment. Through out your compliment We know how beautiful our resort is and we will try our best to maintain the lanscape as well as our resort\'s standards.\\n\\nWe are always encouraging to receive positive feedback from our guest as this will certainly motivate us all to keep up the good job.\\n\\nWe looking forward to welcoming you back soon.\\n\\nBest Regards,"", \'username\': \'Irene231291\', \'connectionToSubject\': \'Sales Manager\'}', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Làng Du Lịch Sinh Thái Về Nguồn	Khu nghỉ dưỡng	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		8 Ngọc Hồ, Thị Xã Hương Trà, Huế 530000 Việt Nam	4.5	5
82011	TK73	Vợ tôi và tôi ở tại Coco Hacienda Tulum trong 3 ngày và hoàn toàn yêu thích mọi thứ về khách sạn duyên dáng này. Chúng tôi cung cấp cho khách sạn này đề nghị cao nhất của chúng tôi và sẽ trở lại bất cứ lúc nào chúng tôi ghé thăm Tulum. Đầu tiên và quan trọng nhất, khách sạn này nằm ở một vị trí tuyệt vời ở thành phố Tulum pueblo. Nằm trên đường cao tốc chính (307) Nó nằm ở phía nam của trung tâm chính của hành động ở Tulum Pueblo. Điều này có nghĩa là bạn có thể dễ dàng đi bộ đến tất cả các hành động (khoảng 5 - 10 bước đi rất an toàn và an toàn), nhưng vào ban đêm, hoặc trong khoảnh khắc bạn muốn ngủ, bạn không nghe thấy bất kỳ âm nhạc nào hoặc hối hả nhộn nhịp của trung tâm thành phố. Có rất nhiều chỗ đỗ xe trong khuôn viên được bảo vệ 24 giờ mỗi ngày. Xe đạp miễn phí có sẵn cho khách, vì vậy nếu bạn không muốn đi bộ đến trung tâm thành phố, bạn có thể lấy một chiếc xe đạp và đi. Các căn cứ của khách sạn này là tuyệt vời. Tất cả các phòng đều quay mặt ra sân trong rộng lớn có nhiều cây cối, những con đường sáng sủa, những chiếc palapas bóng mát và 2 hồ bơi. Các phòng được chia thành nhiều tòa nhà riêng biệt, mỗi tòa nhà đều có nét quyến rũ và nhân vật riêng. Đối với những khách muốn có sự riêng tư tối đa, hãy đảm bảo yêu cầu phòng không nằm trong tòa nhà chính. Các phòng nghỉ tại đây tối giản với sàn xi măng, giường đẹp mắt và phòng tắm sạch sẽ. Phòng của chúng tôi là một khu vườn sang trọng. Nó có một cái sàn gỗ riêng nhìn ra khu vườn. Nó có một sân riêng với võng. Căn phòng rất lãng mạn và phòng tắm có bồn ngâm / bể sục và vòi sen riêng biệt. Tất cả mọi thứ tại khách sạn này là sạch sẽ, an toàn và an toàn. Có hai hồ bơi tại khách sạn này - - cả hai đều tuyệt vời và cung cấp cứu trợ cần thiết từ sức nóng của những ngày. Có một nhà hàng - quầy bar tại khách sạn và thực phẩm / dịch vụ là tuyệt vời, mặc dù khi nó là bận rộn nó có thể mất một thời gian dài để có được thức ăn của bạn. Đây không phải là từ sự chú ý, đó là nhân viên chuẩn bị mọi thứ bằng tay cẩn thận vì vậy khi nhiều khách đang đặt hàng sinh tố, cocktail và các bữa ăn ngon, nhà bếp nhỏ và waitstaff có thể có một chút choáng ngợp. Khu vực nhà hàng - quầy bar bao quanh một trong các hồ bơi, thật đáng yêu khi ngồi trên hiên hoặc thư giãn bên hồ bơi và dùng bữa tại đó. Các tính năng tốt nhất của khách sạn này là các nhân viên. Tất cả mọi người tại khách sạn này là cực kỳ thân thiện và đi trên và xa hơn nữa để tham dự vào nhu cầu của bạn và hạnh phúc. Dù bạn có vấn đề gì, nhân viên sẽ trả lời ngay lập tức. Người quản lý khách sạn làm cho một điểm giới thiệu mình cho tất cả các khách hàng và yêu cầu thông tin phản hồi về chất lượng của kỳ nghỉ của bạn. Tôi rất ấn tượng rằng anh ấy vẫn tiếp tục nhớ tên của chúng tôi những ngày sau. Mặc dù không phải trên bãi biển, họ có các đặc tính chị em trên Bãi biển Tulum mà bạn có thể ghé thăm nếu bạn muốn có một ngày bãi biển. Đối với những gì bạn nhận được tại khách sạn này - - khu đất đẹp, phòng lãng mạn, hồ bơi xinh xắn, xe đạp cho thuê miễn phí, nhà hàng chất lượng cao, yên tĩnh từ thành phố, an toàn / an ninh và nhân viên tuyệt vời, giá của khách sạn ở Tulum này không thể đánh bại. Rõ ràng, nếu bạn đang đi đến Tulum để nằm trên bãi biển, đây không phải là khách sạn cho bạn. Tuy nhiên, đối với những người tìm kiếm sự sang trọng (với mức giá hợp lý hơn nhiều so với các khách sạn bãi biển) ở trung tâm của Tulum Pueblo, đây là một nơi lý tưởng.	"Dear guest,

Your opinion is very valuable, thank you for sharing it with the TA community

At Coco Hacienda Tulum we like to pay attention to the small details to make your stay extraordinary. We are happy to know that you have enjoyed our hotel and your stay in Tulum.

We hope they come back soon.

Best regards!"	5	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Địa điểm'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}, {'rating': 5, 'ratingLabel': 'Giấc ngủ'}], 'helpfulVotes': 2}	"{'reviewTitle': 'Oasis yên tĩnh ở trung tâm của Tulum Pueblo', 'hotelName': 'Coco Hacienda Tulum', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2018-08-31', 'tripType': 'COUPLES'}"", 'mgmtResponse': ""{'id': 615461199, 'translationType': None, 'publishedDate': '2018-09-10', 'language': 'en', 'text': 'Dear guest,\\n\\nYour opinion is very valuable, thank you for sharing it with the TA community\\n\\nAt Coco Hacienda Tulum we like to pay attention to the small details to make your stay extraordinary. We are happy to know that you have enjoyed our hotel and your stay in Tulum.\\n\\nWe hope they come back soon.\\n\\nBest regards!', 'username': 'Storyteller786311', 'connectionToSubject': 'Director General'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Coco Hacienda Tulum	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		Av. Tulum Mz. 39-Lt. 1 Downtown, Tulum 77760 Mexico	5	5
43569	Ran_eamo	Chúng tôi cảm thấy rất hoan nghênh ở Villa này. Chúng tôi đã nhận được tất cả thông tin chúng tôi cần trước khi chúng tôi hỏi. Dịch vụ tuyệt vời từ tất cả mọi người và đặc biệt là Cherry, người siêu ngọt ngào và chuyên nghiệp. Bữa sáng tuyệt vời.		5	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'siêu', 'hotelName': 'Biệt thự Hội An Holiday', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2019-02-28', 'tripType': 'COUPLES'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Biệt thự Hội An Holiday	Khách sạn	Wifi miễn phí|Bao gồm bữa sáng|Bể bơi|Bao gồm bữa sáng		414/9 Cửa Đại, Hội An Việt Nam	5	5
59112	D B	Thiết kế tuyệt vời, thức ăn đặc biệt và đội ngũ nhân viên thân thiện, hữu ích đã làm cho kỳ nghỉ này vượt quá mong đợi. Đáng giá tiền và đáng để đặt phòng trực tiếp trả thêm tiền cho căn hộ áp mái ở tầng trên cùng có khu vực ngoài trời riêng tư hơn và bữa sáng bao gồm thực sự tuyệt vời. Chắc chắn sẽ giới thiệu và ở lại một lần nữa.	Thank you David for your review and your recommendation. We do our best to always provide the best culinary experience to our guests, and presume about having the best included breakfast in the Riviera Maya, and we love that you enjoyed it. Looking forward to see you back soon!	5	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'Tuyệt vời', 'hotelName': ""Kasa Hotel K'uyen Tulum"", 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2022-11-30', 'tripType': 'COUPLES'}"", 'mgmtResponse': ""{'id': 870280409, 'translationType': None, 'publishedDate': '2022-11-30', 'language': 'en', 'text': 'Thank you David for your review and your recommendation. We do our best to always provide the best culinary experience to our guests, and presume about having the best included breakfast in the Riviera Maya, and we love that you enjoyed it. Looking forward to see you back soon!', 'username': 'Victor Manuel Ruiz Vazquez', 'connectionToSubject': 'General Manager'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Kasa Hotel K'uyen Tulum	Khách sạn nhỏ	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		Calle Balam Dzakab M8, Aldea Zama L7, Tulum 77600 Mexico	5	5
78028	אבישי ג	Chỉ muốn làm cho nó rõ ràng nó không phải là khách sạn tốt nhất chúng tôi ở lại. Căn phòng cần một số tuch lên. Nhưng nó rẻ và đây là trường hợp người quản lý tạo ra sự khác biệt, Long đã giúp chúng tôi nhiều hơn bất kỳ người quản lý nào mà chúng tôi đã trải qua ở Việt Nam. Anh ấy thậm chí còn giúp chúng tôi sau khi chúng tôi kiểm tra. Chúng tôi quên điện thoại của chúng tôi trong một chiếc taxi và anh ấy chỉ làm mọi thứ có thể để lấy lại và anh ấy đã làm. Mặc dù chúng tôi đã kiểm tra hai ngày trước đó. Cảm ơn bạn lâu		3	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'Người quản lý tạo ra sự khác biệt', 'hotelName': 'Sapa Sunflower Hotel', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2017-02-28', 'tripType': 'COUPLES'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Sapa Sunflower Hotel	Nhà trọ	Wifi miễn phí		No 04, Lane 31 Cau May, Sapa Việt Nam	4.5	5
30922	Bích Ngọc H	"5층부터 바다 전망 최고 👍 
서비스 굿
방을 항상 깔끔하게 청소합니다.
바로 바도 앞에 있어서 구경할 수있습니다.
직원들이 친절하시고 적극적으로 지원해 주었음
저렴한 가격. 3월 하루에 60만동.
Buffet 초식 공급 
만족합니다 ~~
Thôi bạn ơi đi chỗ này đê~~~ đừng đọc thêm comment làm chi mô~~~~"	"Dear b_chng_ch2023 !
What an awesome news! Thanks for your compliment and great experiences you've got. We high appreciate it and look forward to welcoming you to come back here in near future. Thank you so much and have nice weekend!
Seashore team
"	5	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': '굿 호텔', 'hotelName': 'Seashore Hotel - Apartment', 'originalLanguage': 'vi', 'translationType': None, 'tripInfo': ""{'stayDate': '2023-03-31', 'tripType': 'FRIENDS'}"", 'mgmtResponse': '{\'id\': 884600513, \'translationType\': None, \'publishedDate\': \'2023-04-02\', \'language\': \'en\', \'text\': ""Dear b_chng_ch2023 !\\nWhat an awesome news! Thanks for your compliment and great experiences you\'ve got. We high appreciate it and look forward to welcoming you to come back here in near future. Thank you so much and have nice weekend!\\nSeashore team\\n"", \'username\': \'Seashore Hotel Danang GM\', \'connectionToSubject\': \'Tổng giám đốc\'}', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Seashore Hotel - Apartment	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		15-16 Hoàng Sa Sơn Trà, Đà Nẵng 550000 Việt Nam	4.5	5
2054	Danny	"Gia đình tôi và tôi đã đến thăm Huế gần đây và ở tại Hill Bungalow. Chúng tôi đến và kiểm tra căn phòng hiện đại, rộng rãi, được trang trí rất tốt và với tất cả các tính năng bạn mong muốn như TV thông minh, điều hòa không khí, v.v. .

Chúng tôi chỉ ở lại hai đêm nhưng họ thật tuyệt vời. Chủ sở hữu và gia đình của anh ấy làm cho tất cả chúng tôi cảm thấy rất hoan nghênh. Chúng tôi đều là người thuần chay nhưng được đảm bảo rằng bữa sáng bao gồm của chúng tôi sẽ phù hợp. Các bữa ăn chúng tôi nhận được là hoàn toàn đẹp, nhà nấu các món ăn Việt Nam với trái cây tươi và cà phê tuyệt vời. Chủ sở hữu cũng rất hữu ích khi gọi taxi và thậm chí đề nghị đưa tôi đi lấy tiền.

Vị trí này là tuyệt vời và có môi trường xung quanh đẹp, yên bình và cũng gần với Huế và các khu vực xung quanh quan tâm của nó.

Tất cả trong tất cả Hill Hill là một nơi tuyệt vời để ở. Bạn sẽ được thực hiện để cảm thấy hoan nghênh nhất. Cảm ơn bạn."		5	{'additionalRatings': '', 'helpfulVotes': 2}	"{'reviewTitle': 'Cảm giác giản dị đáng yêu, làm cho cảm thấy rất hoan nghênh.', 'hotelName': 'Hill Bungalow', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2019-08-31', 'tripType': 'FAMILY'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Hill Bungalow	Nhà trọ đặc biệt	Wifi miễn phí|Bao gồm bữa sáng|Nhà hàng|Bao gồm bữa sáng		82a Quang Te, Huế Việt Nam	4.5	5
84602	Ngoc Anh D	Bọn mình đã có một đêm nghỉ rất tuyệt vời tại Dolce Hanoi Golden Lake, phòng rộng rãi, tiện nghi hơn những gì bọn mình mong đợi. Đồ ăn ngon nhất là món bò dát vàng nổi tiếng. Đặc biệt cảm ơn bạn Sơn chăm sóc khách hàng bạn bellman Hoàng và Tân đã chào đón bọn mình rất niềm nở và thân thiện. Nhân viên làm việc chuyên nghiệp chuẩn 5 sao. Nếu có ai tới Hà Nội du lịch thì đây là lựa chọn số 1.	"Thân gửi 323ngocanhd,

Khách sạn Dolce by Wyndham Hanoi Golden Lake xin chân thành cảm ơn những đóng góp của Quý khách về chất lượng dịch vụ. Mỗi lời góp ý của Quý khách càng là động lực để khách sạn ngày một hoàn thiện hơn.

Cùng với đội ngũ nhân viên giàu sự tận tâm, chuyên nghiệp và lòng nhiệt huyết, khách sạn tin rằng Quý khách đã có một trải nghiệm tuyệt vời tại đây. Khách sạn chắc chắn sẽ gửi lời đến bạn Sơn, bellman Hoàng và Tân, đây sẽ là nguồn động lực lớn cho nhân viên chúng tôi.

Một lần nữa xin chân thành cảm ơn và mong được hẹn gặp lại Quý khách vào một ngày gần nhất.

Trân trọng,

Lê Thùy Ngân

Quản lý bộ phận Tiền sảnh - Ban quản lý khách sạn Dolce by Wyndham Hanoi Golden Lake"	5	{'additionalRatings': '', 'helpfulVotes': 1}	"{'reviewTitle': 'Đêm nghỉ ấn tượng', 'hotelName': 'Dolce by Wyndham Hanoi Golden Lake', 'originalLanguage': 'vi', 'translationType': None, 'tripInfo': ""{'stayDate': '2022-02-28', 'tripType': 'COUPLES'}"", 'mgmtResponse': ""{'id': 830786978, 'translationType': None, 'publishedDate': '2022-03-10', 'language': 'vi', 'text': 'Thân gửi 323ngocanhd,\\n\\nKhách sạn Dolce by Wyndham Hanoi Golden Lake xin chân thành cảm ơn những đóng góp của Quý khách về chất lượng dịch vụ. Mỗi lời góp ý của Quý khách càng là động lực để khách sạn ngày một hoàn thiện hơn.\\n\\nCùng với đội ngũ nhân viên giàu sự tận tâm, chuyên nghiệp và lòng nhiệt huyết, khách sạn tin rằng Quý khách đã có một trải nghiệm tuyệt vời tại đây. Khách sạn chắc chắn sẽ gửi lời đến bạn Sơn, bellman Hoàng và Tân, đây sẽ là nguồn động lực lớn cho nhân viên chúng tôi.\\n\\nMột lần nữa xin chân thành cảm ơn và mong được hẹn gặp lại Quý khách vào một ngày gần nhất.\\n\\nTrân trọng,\\n\\nLê Thùy Ngân\\n\\nQuản lý bộ phận Tiền sảnh - Ban quản lý khách sạn Dolce by Wyndham Hanoi Golden Lake', 'username': 'Dolce by Wyndham Hanoi Golden Lake', 'connectionToSubject': 'Guest Services / Front Office'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 2, 'repostCount': 0, 'tripCount': 0}""}"	Dolce by Wyndham Hanoi Golden Lake	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		B7 Giang Vo, Ba Dinh, Hà Nội 100000 Việt Nam	4.5	5
74211	Thanh Tan	Xấu xí. Phòng ốc dơ bẩn, nhân viên làm việc tệ hại, không thể chấp nhận được. Một trong những khách sạn tệ nhất tôi từng ở. Không gian không giống như trong ảnh chụp. Mọi thứ đều cũ kỹ và bừa bôn. Nhân viên thiếu lịch sự		1	{'additionalRatings': [{'rating': 1, 'ratingLabel': 'Giá trị'}, {'rating': 1, 'ratingLabel': 'Địa điểm'}, {'rating': 1, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': ''}	"{'reviewTitle': 'Khách sạn quá tệ', 'hotelName': 'Khách Sạn Hải Âu Đà Nẵng', 'originalLanguage': 'vi', 'translationType': None, 'tripInfo': ""{'stayDate': '2023-06-30', 'tripType': 'BUSINESS'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Khách Sạn Hải Âu Đà Nẵng	Khách sạn nhỏ	Wifi miễn phí|Sát biển|Nhà hàng		713 Nguyễn Tất Thành, Đà Nẵng Việt Nam	1.5	5
82504	Peter L	Nhà nghỉ nằm ở cuối một đồng minh bên đường phố rất bận rộn. Các đường phố vào ban đêm là tuyệt vời đầy đủ của cuộc sống và an toàn, nhưng xuống đồng minh là rất khá, do đó bạn có thể ngủ mà không có bất kỳ tiếng ồn bên. Gian hàng Pho Bo lúc bắt đầu đồng minh bên trái đi xuống là điều tốt nhất mà tôi từng có. Các phòng rất cơ bản nhưng sạch sẽ và điều hòa không khí làm việc rất tốt, chúng tôi đã có một phòng gia đình lớn cho chỉ hai người vì vậy nó có bốn giường, chỉ cần sử dụng hai giường để đưa thiết bị của chúng tôi trên. Giường là ok. Phòng tắm cần một số sự chú ý xung quanh kính tắm ở phía dưới. Ăn sáng được cung cấp và thực sự cơ bản, giống như nếu bạn muốn hai quả trứng bạn trả tiền cho một 😀kind vui nhưng nó sẽ không phá vỡ ngân hàng. Nói cách khác, đừng ở trong khách này cho bữa sáng ngon miệng! Tốt cà phê tất cả xung quanh gần. Chủ sở hữu là một người đàn ông hữu ích rất thân thiện về hưu và nơi này được điều hành bởi gia đình. Xếp hạng của tôi là 3 dựa trên các địa điểm khác cùng loại, với một vài nâng cấp, địa điểm này có thể là năm.		3	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'Vị trí tốt', 'hotelName': 'Ngoc Phan Guest House', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2017-02-28', 'tripType': 'FRIENDS'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Ngoc Phan Guest House	Nhà khách	Wifi miễn phí|Dịch vụ phòng		35/12 Bui Vien Street, District 1, Thành phố Hồ Chí Minh Việt Nam		5
71526	Gôn Bảo	Giá tốt! Vị trí gần trung tâm phố cổ. Nhân viên thì rất niềm nở, chu đáo nhiệt tình. Phòng đầy đủ tiện nghi, có bếp và ghế sofa, yên tĩnh. Không khí Hà Nội làm mình thật thích, đồ ăn rất ngon, :)))))))	"""Dear Mr/Ms,

Thank you for choosing us for your recent journey in the Hotel .

We are delighted to read that you have enjoyed your stay with us. Having you with us was a true pleasure and we greatly appreciate your comments which will be shared with the team.

Again, thank you very much for your feedback and we look forward to welcoming you back to  soon.

Sincerely,"""	5	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Giá trị'}, {'rating': 5, 'ratingLabel': 'Địa điểm'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': ''}	"{'reviewTitle': 'Vui vẻ, hài lòng, thích thú', 'hotelName': 'Hana Stay', 'originalLanguage': 'vi', 'translationType': None, 'tripInfo': ""{'stayDate': '2023-11-30', 'tripType': 'COUPLES'}"", 'mgmtResponse': '{\'id\': 928882388, \'translationType\': None, \'publishedDate\': \'2023-12-08\', \'language\': \'en\', \'text\': \'""Dear Mr/Ms,\\n\\nThank you for choosing us for your recent journey in the Hotel .\\n\\nWe are delighted to read that you have enjoyed your stay with us. Having you with us was a true pleasure and we greatly appreciate your comments which will be shared with the team.\\n\\nAgain, thank you very much for your feedback and we look forward to welcoming you back to  soon.\\n\\nSincerely,""\', \'username\': \'Nhật Nam Huỳnh\', \'connectionToSubject\': \'Other\'}', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Hana Stay	Khách sạn	Wifi miễn phí|Nhà hàng|Dịch vụ phòng		148 Phan Kế Bính Ba Đình, Hà Nội 100000 Việt Nam	5	5
